139~relate~"[Abstrato geométrico, 2005.989](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/78){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/78}"
299~relate~"[Abstrato geométrico, 2005.989](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/78){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/78}"
307~relate~"[Abstrato geométrico, 2005.989](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/78){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/78}"
267~relate~"[Aparelho cinecromático, 2007.21](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/70){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/70}"
236~relate~"[Bandeiras verdes sobre rosa, 2005.1039](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/96){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/96}"
241~relate~"[Bandeiras verdes sobre rosa, 2005.1039](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/96){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/96}"
287~relate~"[Bandeiras verdes sobre rosa, 2005.1039](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/96){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/96}"
122~relate~"[Bandeiras verdes sobre rosa, 2005.1039](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/96){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/96};[Progressões, 2005.1017](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/33){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/33};[Faixas ritmadas, 2005.473](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/12){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/12};[Abstrato geométrico, 2005.989](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/78){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/78};[Composição, 2005.1043](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/15){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/15}"
165~relate~"[Bicho (máquina), 2005.47](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/86){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/86}"
217~relate~"[Bicho (máquina), 2005.47](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/86){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/86}"
