253,relate,"<Alfredo Volpi>[Concreto, 2005.1037](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/23){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/23};<Lygia Clark>[Planos em superfície modulada no. 5, 2007.14](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/73){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/73}"
190,relate,"<Alfredo Volpi>[Estudo para bandeiras, 2005.1038](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/71){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/71}"
194,relate,"<Alfredo Volpi>[Estudo para bandeiras, 2005.1038](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/71){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/71}"
283,relate,"<Almir Mavignier>[Sem título, 2005.1018](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/49){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/49};<Hélio Oiticica>[Relevo espacial, 2005.1023](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/19){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/19};<Luís Sacilotto>[Concreção 5942, 2007.23](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/26){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/26};<Alfredo Volpi>[Composição, 2005.1035](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/51){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/51};<Hércules Barsotti>[Branco/preto, 2007.1](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/77){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/77};<Willys de Castro>[Objeto ativo, 2005.988](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/21){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/21};<Lygia Clark>[Ovo, 2007.13](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/39){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/39};<Waldemar Cordeiro>[Idéia visível, 2007.15](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/82){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/82};<Lygia Clark>[Espaço modulado no. 2, 2005.1048](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/63){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/63};<Luís Sacilotto>[Concreção 5521, 2005.1027](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/79){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/79};<Ivan Serpa>[Faixas ritmadas, 2005.473](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/12){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/12};<Almir Mavignier>[Sem título, 2005.1018](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/49){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/49};<Franz Weissmann>[Ponte, 2005.104](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/9){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/9};<Alfredo Volpi>[Composição, 2005.1035](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/51){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/51};<Waldemar Cordeiro>[Idéia visível, 2007.15](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/82){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/82};<Luís Sacilotto>[Concreção 5942, 2007.23](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/26){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/26};<Milton Dacosta>[Em vermelho, 2006.48](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/55){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/55};<Lygia Clark>[Ovo, 2007.13](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/39){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/39};<Lygia Clark>[Planos em superfície modulada no. 5, 2007.14](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/73){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/73};<Lygia Clark>[Planos em superfície modulada no. 1, 2005.469](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/84){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/84};<Willys de Castro>[Pintura, 2006.46](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/67){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/67};<Hélio Oiticica>[Vermelho cortando o branco, 2007.2](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/10){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/10};<Willys de Castro>[Objeto ativo, 2005.988](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/21){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/21};<Hércules Barsotti>[Branco/preto, 2007.1](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/77){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/77}"
157,relate,"<Almir Mavignier>[Sem título, 2005.1018](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/49){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/49};<Lothar Charoux>[Abstrato geométrico, 2005.989](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/78){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/78};<Judith Lauand>[Variação de quadrados, 2005.101](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/56){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/56};<Willys de Castro>[Objeto ativo, 2005.988](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/21){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/21};<Lygia Clark>[Planos em superfície modulada no. 5, 2007.14](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/73){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/73}"
122,relate,"<Aluísio Carvão>[Tema circular no. 1, 2005.985](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/8){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/8}"
144,relate,"<Aluísio Carvão>[Tema circular no. 1, 2005.985](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/8){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/8}"
170,relate,"<Aluísio Carvão>[Tema circular no. 1, 2005.985](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/8){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/8}"
275,relate,"<Aluísio Carvão>[Tema circular no. 1, 2005.985](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/8){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/8}"
174,relate,"<Amílcar de Castro>[Sem título, 2005.986](https://cdm17480.contentdm.oclc.org/cdm/ref/collection/leirner/id/1){https://cdm17480.contentdm.oclc.org/utils/getthumbnail/collection/leirner/id/1}"
